,,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Latitude,Latitude,Latitude,Latitude,Latitude,Latitude,Latitude,Latitude,RevisionNumber,RevisionNumber,RevisionNumber,RevisionNumber,RevisionNumber,RevisionNumber,RevisionNumber,RevisionNumber,NptgDistrictCode,NptgDistrictCode,NptgDistrictCode,NptgDistrictCode,NptgDistrictCode,NptgDistrictCode,NptgDistrictCode,NptgDistrictCode,AtcoAreaCode,AtcoAreaCode,AtcoAreaCode,AtcoAreaCode,AtcoAreaCode,AtcoAreaCode,AtcoAreaCode,AtcoAreaCode,Longitude_area,Longitude_area,Longitude_area,Longitude_area,Longitude_area,Longitude_area,Longitude_area,Longitude_area,Latitude_area,Latitude_area,Latitude_area,Latitude_area,Latitude_area,Latitude_area,Latitude_area,Latitude_area
31,Middlesbrough,791.0,-1.2270473660139065,0.024556567318581756,-1.2711486539,-1.24652536945,-1.2315126845,-1.2091890342,-1.1663089995,791.0,54.55196470066435,0.019152936119378156,54.5090355494,54.5358461651,54.554255231300004,54.567342953,54.5885947287,791.0,2.7509481668773703,1.6311589375620046,0.0,2.0,3.0,4.0,12.0,791.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,791.0,79.0,0.0,79.0,79.0,79.0,79.0,79.0,702.0,-1.2274594534045584,0.02423426112765506,-1.2708366,-1.246313325,-1.23125334,-1.20987872,-1.16638932,702.0,54.55154192290598,0.018836247522376864,54.50905622,54.53601087,54.55428395,54.56695971,54.58813081
32,Milton Keynes,1344.0,-0.7499348171752975,0.044405943118819555,-0.8552368336,-0.781307537925,-0.75165492225,-0.7204630707749999,-0.6100677170000001,1344.0,52.04053810822626,0.037219302436098625,51.9711530512,52.01377110405,52.03522626105,52.058268876825004,52.173002913199994,1344.0,3.28125,1.9566575927381002,0.0,2.0,3.0,4.0,17.0,1344.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1344.0,49.0,0.0,49.0,49.0,49.0,49.0,49.0,184.0,-0.7402512773369566,0.04432628410688965,-0.83275971,-0.76885794,-0.74599145,-0.70144712,-0.63991222,184.0,52.043179654347824,0.04058992135685877,51.9893456,52.016056754999994,52.03909807,52.05298714,52.16291484
33,Monmouthshire,1009.0,-2.836781716924777,0.13193839101883673,-3.1486478749,-2.9554219926,-2.7973349509,-2.7198196776,-2.6643917109,1009.0,51.7359283244772,0.0922959992861065,51.5671417015,51.64757590399999,51.750361831499994,51.8143323388,51.9431913302,1009.0,2.140733399405352,0.7842799860460175,0.0,2.0,2.0,3.0,9.0,1009.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1009.0,533.0,0.0,533.0,533.0,533.0,533.0,533.0,0.0,,,,,,,,0.0,,,,,,,
34,Neath Port Talbot,1314.0,-3.779294792319711,0.06524158017974321,-3.8871862414,-3.82001820605,-3.7968647144,-3.751605137975,-3.5881807553,1314.0,51.66391031384361,0.05760179207310531,51.5221311598,51.618392829025,51.6543265743,51.707112604799995,51.8062605883,1314.0,1.556316590563166,0.5738212344118496,0.0,1.0,2.0,2.0,4.0,1314.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1314.0,582.0,0.0,582.0,582.0,582.0,582.0,582.0,0.0,,,,,,,,0.0,,,,,,,
35,Newport,859.0,-2.9900122164116416,0.046079708200558483,-3.1185390994,-3.01897387175,-2.9969660373,-2.96228132765,-2.8304748249,859.0,51.588126525723865,0.017854472911229824,51.51567703560001,51.57841872269999,51.5885559376,51.59760337495,51.625723183000005,859.0,1.9720605355064027,1.149302744361112,0.0,1.0,2.0,2.0,16.0,859.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,859.0,531.0,0.0,531.0,531.0,531.0,531.0,531.0,24.0,-2.9947175225,0.0006437960159071369,-2.99553116,-2.99553116,-2.99422934,-2.99422934,-2.99422934,24.0,51.58810816375,0.0007149052546080479,51.58756606,51.58756606,51.58756606,51.58901167,51.58901167
36,North East Lincolnshire,802.0,-0.09223619689244389,0.05243423720122811,-0.2698315477,-0.11560327605,-0.09203345569999999,-0.052557173275,0.015030267869999997,802.0,53.55623186586272,0.02461286847084356,53.4554384453,53.54124429984999,53.5560317603,53.56776029985,53.6299169599,802.0,3.809226932668329,1.8842310745884545,0.0,3.0,3.0,5.0,14.0,802.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,802.0,228.0,0.0,228.0,228.0,228.0,228.0,228.0,342.0,-0.11564919766081871,0.05990292575623062,-0.26958147,-0.16063458,-0.10733002,-0.069655035,0.0027622,342.0,53.563860208567256,0.029971152460116553,53.45546894,53.542680475,53.56622396,53.578884557500004,53.62376502
37,North Lincolnshire,1249.0,-0.6180703086102481,0.13286110182160468,-0.9893315583,-0.677737563,-0.6464396626,-0.5456018508,-0.26004373940000003,1249.0,53.585327038059255,0.05201037739899086,53.4607959882,53.557749496099994,53.577302744799994,53.616777676800005,53.71231678229999,1249.0,3.0520416333066454,1.750827939183132,0.0,2.0,3.0,4.0,21.0,1249.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1249.0,227.0,0.0,227.0,227.0,227.0,227.0,227.0,821.0,-0.6233361557612668,0.12683371690288728,-0.92917116,-0.67783855,-0.64818552,-0.55920449,-0.2599501,821.0,53.58531426878198,0.05096306277737291,53.46344757,53.55938516,53.5768934,53.61528814,53.7083108
38,North Somerset,1376.0,-2.8481028516476017,0.09878814440395697,-2.9941740647,-2.9422303349,-2.8525193366500003,-2.7643183172250003,-2.6260697503,1376.0,51.388664052048625,0.05386313836329741,51.2956855537,51.346004847275,51.36763967765,51.434030083725006,51.494868941899995,1376.0,13.395348837209303,17.1972287457244,0.0,5.75,10.0,15.0,157.0,1376.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1376.0,19.0,0.0,19.0,19.0,19.0,19.0,19.0,15.0,-2.8709376846666665,0.08146870614500344,-2.98904006,-2.909597685,-2.90956891,-2.8398817,-2.71092714,15.0,51.39053051199999,0.0449731410894078,51.34431452,51.36020354,51.3623753,51.427460885,51.49486578
39,Nottingham,1818.0,-1.174714791738339,0.030591317946590008,-1.2451983575,-1.1950193714,-1.17419589605,-1.1513162306,-1.0924344308,1818.0,52.963235516139,0.027320114390933483,52.8925428009,52.949182154649996,52.96271455035,52.982239803225,53.0174997888,1818.0,1.5176017601760177,1.5928321736258255,0.0,0.0,1.0,2.0,10.0,1818.0,298.6237623762376,49.070247476222654,86.0,310.0,310.0,310.0,310.0,1818.0,339.0,0.0,339.0,339.0,339.0,339.0,339.0,1647.0,-1.175036115822708,0.030837142565874727,-1.24519533,-1.1958105300000001,-1.17396866,-1.15077388,-1.0961027,1647.0,52.9641925559745,0.027194843826900815,52.89255166,52.94956214,52.96354046,52.982881945,53.01748067
4,Blaenau Gwent,545.0,-3.1933568486497244,0.042566510405548805,-3.2780366307,-3.2299149547000003,-3.2022083677999995,-3.1506996458999996,-3.1270316118,545.0,51.76395665078385,0.028033885070971796,51.6824251424,51.7422254487,51.77170161229999,51.7855099524,51.807946384,545.0,2.020183486238532,0.7654991422981136,0.0,2.0,2.0,2.0,6.0,545.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,545.0,532.0,0.0,532.0,532.0,532.0,532.0,532.0,0.0,,,,,,,,0.0,,,,,,,
40,Pembrokeshire,1014.0,-4.900861841990139,0.16018330582414025,-5.3077648612,-4.995896940525,-4.9311006778,-4.7449204280499995,-4.5268521572000004,1014.0,51.7987041529356,0.11957479194125709,51.5992830062,51.69888491787499,51.773192744650004,51.887250936875,52.104073971400005,1014.0,1.6637080867850098,0.7950516119970329,0.0,1.0,2.0,2.0,13.0,1014.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1014.0,521.0,0.0,521.0,521.0,521.0,521.0,521.0,0.0,,,,,,,,0.0,,,,,,,
41,Peterborough,1051.0,-0.2596447844120837,0.054787095840630406,-0.4844823275,-0.2775245737,-0.2538562846,-0.23402947715,-0.054941862599999995,1051.0,52.588714243250045,0.02895684342724785,52.528875579399994,52.5641724203,52.5882989364,52.608702418449994,52.6706703337,1051.0,2.570884871550904,1.9855355705629936,0.0,1.0,2.0,3.0,12.0,1051.0,309.60608943862985,9.025620729350878,103.0,310.0,310.0,310.0,310.0,1051.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,717.0,-0.2622644035704323,0.05659304807526395,-0.48426474,-0.28114197,-0.25334117,-0.23395549,-0.05900715,717.0,52.587908162538355,0.028121758139700484,52.54108653,52.56323503,52.58541102,52.60616239,52.67042979
42,Plymouth,1849.0,-4.127022190148134,0.038770677650869785,-4.2018696918,-4.1566643888,-4.1317165174,-4.1024637927,-4.0228225877999995,1849.0,50.39118951642888,0.021243486188277858,50.3429249119,50.374988960299994,50.390537552299996,50.4067873279,50.4416469677,1849.0,6.172525689561925,13.113762233063367,0.0,0.0,5.0,5.0,137.0,1849.0,309.92752839372633,3.116279069767443,176.0,310.0,310.0,310.0,310.0,1849.0,118.0,0.0,118.0,118.0,118.0,118.0,118.0,13.0,-4.1670809900000005,0.0379062770456369,-4.26788542,-4.17962857,-4.16512945,-4.1433495,-4.11225871,13.0,50.50970535230769,0.4717472744467566,50.36100834,50.36559302,50.37781147,50.38986434,52.07868998
43,Poole,895.0,-1.96256840506257,0.03181923757118651,-2.0328287134,-1.98540307485,-1.966467473,-1.93596462625,-1.8925799729,895.0,50.73604719370347,0.020409094553371473,50.6832134451,50.72127939805,50.7345875126,50.7484207288,50.7909453279,895.0,5.66927374301676,14.007193143624049,0.0,0.0,0.0,7.0,111.0,895.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,895.0,128.0,0.0,128.0,128.0,128.0,128.0,128.0,8.0,-1.96925819375,0.03170881729286625,-2.01935125,-1.9873784749999999,-1.969825025,-1.9485124925,-1.91974904,8.0,50.71088871875,0.016630958324367746,50.6833985,50.703657930000006,50.71564424,50.723519765,50.72695117
44,Portsmouth,585.0,-1.074230128925641,0.018899525947858823,-1.115151857,-1.0878332495,-1.0743094157,-1.0614595628,-1.0278685592,585.0,50.81507036095846,0.024396806745050095,50.779435599799996,50.79347758189999,50.8089081035,50.8419023467,50.8549169305,585.0,5.5606837606837605,12.428707360580924,0.0,0.0,0.0,8.0,82.0,585.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,585.0,199.0,0.0,199.0,199.0,199.0,199.0,199.0,12.0,-1.0838967741666667,0.02398282455128385,-1.10919001,-1.1014976774999998,-1.08997843,-1.0723053949999999,-1.02977671,12.0,50.802205110833334,0.01697937112660016,50.78514457,50.7954670025,50.796773825,50.801687405,50.84191312
45,Powys,1386.0,-3.3756935357364357,0.22492884736177135,-4.0593877667000005,-3.5159883503,-3.33703562225,-3.1870461222,-2.9471707605,1386.0,52.31729771116415,0.3218582080523537,51.7566085888,52.005571612400004,52.34343773095,52.590836799950004,52.8805839017,1386.0,1.4841269841269842,0.965151189462267,0.0,1.0,1.0,2.0,15.0,1386.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1386.0,561.0,0.0,561.0,561.0,561.0,561.0,561.0,0.0,,,,,,,,0.0,,,,,,,
46,Reading,721.0,-0.9821890109979197,0.02854679310141832,-1.0505089067,-0.9975301732999999,-0.9737723206000001,-0.9618527298,-0.931236429,721.0,51.45342377743204,0.01711216276527852,51.413867328900004,51.4439277567,51.4540901961,51.4641443371,51.4929476625,721.0,2.0790568654646324,4.291867917395983,0.0,1.0,1.0,2.0,84.0,721.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,721.0,39.0,0.0,39.0,39.0,39.0,39.0,39.0,661.0,-0.9826371267019666,0.028925052790370064,-1.05047337,-1.00073586,-0.97367276,-0.96191504,-0.9318749,661.0,51.45298235919819,0.016736277028200876,51.41665937,51.44355243,51.45413743,51.46254208,51.49146514
47,Redcar & Cleveland,985.0,-1.050415991805076,0.08546348687666085,-1.1894673822,-1.1242026574,-1.0583019409,-0.9853815985,-0.8179364077,985.0,54.56542285274548,0.028210927268159033,54.5004350409,54.5420154928,54.563396130200005,54.587837164899994,54.6205966837,985.0,1.9461928934010153,0.8846869269347674,0.0,2.0,2.0,2.0,7.0,985.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,985.0,78.0,0.0,78.0,78.0,78.0,78.0,78.0,828.0,-1.0505248605917876,0.08430070863014104,-1.18944944,-1.11440755,-1.05868088,-0.985012,-0.81933454,828.0,54.56528110724638,0.028554523507287027,54.50051096,54.54095251,54.56316889,54.58791309,54.6186915
48,Rhondda Cynon Taff,1701.0,-3.4098971840971783,0.06830178081032381,-3.5754130328,-3.4537232274000003,-3.4193464066000003,-3.3502222888,-3.2565007457,1701.0,51.629853920935034,0.06044430916457087,51.5130633279,51.5866615494,51.621491645,51.674991211400005,51.8075723228,1701.0,1.6684303350970018,0.6357000351602712,0.0,1.0,2.0,2.0,5.0,1701.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1701.0,552.0,0.0,552.0,552.0,552.0,552.0,552.0,0.0,,,,,,,,0.0,,,,,,,
49,Rutland,244.0,-0.6618798579397541,0.08524033062423068,-0.7983543251,-0.7274424831999999,-0.6797094236500001,-0.6077835576499999,-0.4536353058,244.0,52.655244755836065,0.046554069784702806,52.5326931379,52.620111350849996,52.667078951,52.682041399199996,52.7515744864,244.0,5.221311475409836,3.8703522134934034,0.0,3.0,4.0,7.0,33.0,244.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,244.0,268.0,0.0,268.0,268.0,268.0,268.0,268.0,4.0,-0.73416649,0.0005269026321184332,-0.73491353,-0.73434896,-0.7339783,-0.73379583,-0.73379583,4.0,52.67203464000001,0.00019117857777496773,52.67177291,52.671993207499995,52.67206664,52.672108072499995,52.67223237
5,Bournemouth,890.0,-1.8681247527928089,0.03636331866973179,-1.9311792496,-1.895895363125,-1.87267622665,-1.844556832525,-1.7436201296,890.0,50.74002814954079,0.016714185078359187,50.710771191599996,50.72432928619999,50.7380614642,50.754692475375,50.7719805774,890.0,3.696629213483146,8.220532463250057,0.0,0.0,0.0,4.0,73.0,890.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,890.0,129.0,0.0,129.0,129.0,129.0,129.0,129.0,5.0,-1.8007321539999999,0.04609714731148152,-1.86449465,-1.82509448,-1.79031653,-1.78075564,-1.74299947,5.0,50.72757601400001,0.00402358646787163,50.72080732,50.72726032,50.72907655,50.72966055,50.73107533
50,Slough,425.0,-0.5928617970496471,0.03961539432880603,-0.6601020433,-0.6275916545,-0.5929123975,-0.5638804050999999,-0.5082993686,425.0,51.51237770844941,0.013876809086799603,51.4702870706,51.504675273100005,51.5120603099,51.52273846560001,51.5378495417,425.0,2.068235294117647,1.4945034327641542,0.0,1.0,2.0,3.0,11.0,425.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,425.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,349.0,-0.5903287422063037,0.03797820641625643,-0.65989498,-0.62037697,-0.5928315,-0.56082285,-0.5090349,349.0,51.5126574608023,0.013238508451481881,51.47568503,51.50409185,51.51198658,51.52256025,51.53724778
51,South Gloucestershire,1649.0,-2.4923568486340812,0.07297094430810051,-2.6687795716,-2.5436120911,-2.495695761,-2.4467508335,-2.2744454338,1649.0,51.521229025631776,0.053681856090319884,51.41937365810001,51.4813227632,51.5236766801,51.5499981872,51.6621727547,1649.0,10.742268041237113,17.03821133749147,0.0,4.0,4.0,11.0,188.0,1649.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1649.0,17.0,0.0,17.0,17.0,17.0,17.0,17.0,32.0,-2.53321987375,0.07076355599047818,-2.66448124,-2.59620495,-2.54610434,-2.50095276,-2.40981462,32.0,51.5134685015625,0.030023708752590385,51.43034499,51.49985209,51.52063675,51.530147830000004,51.56002365
52,Southampton,908.0,-1.3967424633144274,0.03483933491559872,-1.4715846203999998,-1.4249643103,-1.3996865031999999,-1.367989188225,-1.3277081789,908.0,50.9189619506978,0.015422630289331945,50.8846935132,50.906671790275006,50.9186304396,50.93148678257499,50.9521754792,908.0,9.533039647577093,22.324261842787283,0.0,0.0,0.0,14.0,325.0,908.0,307.795154185022,22.426503720045115,73.0,310.0,310.0,310.0,310.0,908.0,198.0,0.0,198.0,198.0,198.0,198.0,198.0,14.0,-1.4031743228571432,0.026992897731398638,-1.47015146,-1.411758105,-1.40620388,-1.3797239424999999,-1.36490554,14.0,50.91069467285714,0.012565111058474082,50.89438379,50.901043535,50.911772315,50.9166719925,50.94113789
53,Southend-on-Sea,643.0,0.7055268980060498,0.04285185706185579,0.6264620041100001,0.670605141785,0.70129306103,0.734894218115,0.8019485403,643.0,51.5476153422776,0.011196076204561247,51.524226302399995,51.538760525650005,51.546368119499995,51.55516205545,51.574605448,643.0,44.2706065318818,32.03704326102527,0.0,47.0,49.0,50.0,281.0,643.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,643.0,158.0,0.0,158.0,158.0,158.0,158.0,158.0,517.0,0.704397218549323,0.0436307798196821,0.62657846,0.66970399,0.69758252,0.73524014,0.80181424,517.0,51.54760830290136,0.011261429662759757,51.52743559,51.5382095,51.54673527,51.55498922,51.57294834
54,Stockton-on-Tees,1111.0,-1.3189939726038706,0.03548837539185716,-1.4384089097,-1.34577317975,-1.3151283273999999,-1.29425885585,-1.213915067,1111.0,54.566702072424754,0.035563337464345694,54.481584213299996,54.54302169695,54.570116595900004,54.59157455305,54.6370892018,1111.0,1.8370837083708371,0.9742227908131431,0.0,2.0,2.0,2.0,9.0,1111.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1111.0,77.0,0.0,77.0,77.0,77.0,77.0,77.0,983.0,-1.3182690762360123,0.03559782784817022,-1.43840382,-1.3452601899999999,-1.31421506,-1.29340654,-1.21420926,983.0,54.56681862268566,0.03469462480782335,54.48254189,54.54308321,54.57033813,54.591392475,54.63703579
55,Stoke-on-Trent,1424.0,-2.1625516779514746,0.03250255075806872,-2.2337522113,-2.1890693543,-2.1653270864499996,-2.138184884,-2.0882746903,1424.0,53.01751588889046,0.03248029966458767,52.94932644399999,52.990315954275,53.0168739603,53.04445675265,53.0894300124,1424.0,0.7801966292134831,1.2916841830621324,0.0,0.0,0.0,1.0,15.0,1424.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1424.0,389.0,0.0,389.0,389.0,389.0,389.0,389.0,977.0,-2.171047878219038,0.028068431418627034,-2.23375236,-2.19323006,-2.17360178,-2.15254003,-2.08918986,977.0,53.023321939826,0.03261968717265599,52.94935021,52.99672229,53.02398114,53.05089189,53.0894454
56,Swansea,1929.0,-3.9875006018677035,0.07343507452725113,-4.286900048500001,-4.0251425548,-3.9746030973,-3.9401043235000004,-3.8674058138,1929.0,51.638818257163656,0.035592544168153585,51.5451129809,51.618023864099996,51.6389162133,51.66276551359999,51.7728447547,1929.0,1.6495593571798859,0.5811269837938714,0.0,1.0,2.0,2.0,7.0,1929.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1929.0,581.0,0.0,581.0,581.0,581.0,581.0,581.0,0.0,,,,,,,,0.0,,,,,,,
57,Swindon,1150.0,-1.775445236737826,0.0391329605897312,-1.8493284750999999,-1.8023468480249998,-1.77850380015,-1.7474242128,-1.642039281,1150.0,51.56870606945948,0.027233558992062,51.4977590186,51.5521752318,51.56534768985,51.58516913325,51.6666668672,1150.0,10.630434782608695,20.61930481081493,0.0,2.0,6.0,6.0,168.0,1150.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1150.0,468.0,0.0,468.0,468.0,468.0,468.0,468.0,2.0,-1.78549976,0.0,-1.78549976,-1.78549976,-1.78549976,-1.78549976,-1.78549976,2.0,51.56547173,0.0,51.56547173,51.56547173,51.56547173,51.56547173,51.56547173
58,Telford & Wrekin,1107.0,-2.46895826276206,0.05207705742390883,-2.6514500398,-2.4983765683500003,-2.4623327700999997,-2.43788409455,-2.3603094097,1107.0,52.701091363715,0.04361157894872641,52.6184190336,52.6727732963,52.69581647020001,52.72149461720001,52.8183251738,1107.0,5.005420054200542,2.9924509419288112,0.0,3.0,5.0,6.0,22.0,1107.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1107.0,359.0,0.0,359.0,359.0,359.0,359.0,359.0,964.0,-2.4695379151348544,0.050402692786097415,-2.651388,-2.4986041975,-2.46299527,-2.4384473375,-2.36033863,964.0,52.70056986575726,0.04347726004629578,52.61917117,52.67283721,52.695596699999996,52.71886215,52.81823007
59,Thurrock,596.0,0.3415142148257047,0.06286782805353346,0.23138716774,0.29100920736,0.33389783422499997,0.3739340953025,0.49589738225,596.0,51.497327615468954,0.0202731184587702,51.451479616099995,51.4828869316,51.49332317545,51.51159799702501,51.553552743500006,596.0,2.3557046979865772,2.1795807954151636,0.0,1.0,2.0,3.0,15.0,596.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,596.0,159.0,0.0,159.0,159.0,159.0,159.0,159.0,470.0,0.3405843050212766,0.06333640672656293,0.23171176,0.2906584825,0.33038285,0.3728601,0.47363481,470.0,51.49747135506383,0.02034836586369946,51.45071213,51.48290753,51.49303319,51.5108735,51.55352932
6,Bracknell Forest,503.0,-0.7516604288198807,0.03519345395608832,-0.8192332406,-0.77722098075,-0.7553054320999999,-0.73507379005,-0.6411982945,503.0,51.407991838419484,0.02536719210016489,51.3354451842,51.397821567899996,51.4138990558,51.42372713100001,51.4572332303,503.0,2.469184890656064,3.529971943785769,0.0,1.0,2.0,3.0,54.0,503.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,503.0,38.0,0.0,38.0,38.0,38.0,38.0,38.0,426.0,-0.7495581357511737,0.03641942423758976,-0.81925661,-0.7753198950000001,-0.7536899,-0.73355437,-0.64125335,426.0,51.40900021650234,0.024645970419032933,51.34108525,51.39844990500001,51.41377267,51.4247434,51.45722386
60,Torbay,1011.0,-3.5495937453454003,0.02607995599735401,-3.6278490859,-3.5701353449,-3.5508543492,-3.5270868531,-3.4973889005000003,1011.0,50.445651332196434,0.03267022093073503,50.3739649336,50.42648338565,50.4497082027,50.4732045975,50.5137203205,1011.0,4.9188921859545,10.733004025211034,0.0,0.0,0.0,6.0,106.0,1011.0,309.8674579624134,4.2143366069403445,176.0,310.0,310.0,310.0,310.0,1011.0,119.0,0.0,119.0,119.0,119.0,119.0,119.0,39.0,-3.5485014948717946,0.02339372321894624,-3.58700685,-3.56611488,-3.56474952,-3.52397798,-3.51151315,39.0,50.434532516153844,0.023741347079074805,50.38644842,50.430013885,50.43464094,50.460616595,50.47317334
61,Torfaen,733.0,-3.04022826747367,0.02506832631339731,-3.1108547338999997,-3.0592878905000003,-3.0398608515,-3.0204608752999995,-2.9690054669999997,733.0,51.68892825292551,0.041236854583172756,51.624657901300004,51.651483586000005,51.6869896747,51.7158164707,51.783298063500006,733.0,1.7148703956343794,0.6133843149928231,0.0,1.0,2.0,2.0,5.0,733.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,733.0,534.0,0.0,534.0,534.0,534.0,534.0,534.0,0.0,,,,,,,,0.0,,,,,,,
62,Vale of Glamorgan,998.0,-3.3074991138926855,0.11614905417932435,-3.6369436177999996,-3.3775775830250003,-3.27310967915,-3.2126450371499997,-3.1672887983,998.0,51.428673151724254,0.026210670040361303,51.386801729300004,51.40809851305,51.423866294999996,51.4441886955,51.5073642394,998.0,1.4478957915831663,0.6958759308207257,0.0,1.0,1.0,2.0,5.0,998.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,998.0,572.0,0.0,572.0,572.0,572.0,572.0,572.0,0.0,,,,,,,,0.0,,,,,,,
63,Warrington,1270.0,-2.5738528502207085,0.053260793088202696,-2.6900491746,-2.60665474515,-2.5744738605000004,-2.5396651120250002,-2.4405197365,1270.0,53.39999728760015,0.02647825636566919,53.333001597700004,53.382250602925,53.3985157402,53.416203352625004,53.4782162191,1270.0,2.237795275590551,1.3695396852178638,0.0,1.0,2.0,3.0,10.0,1270.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1270.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,1072.0,-2.575028951828358,0.05273153288895644,-2.68976491,-2.6084255825,-2.57512108,-2.54450664,-2.44068523,1072.0,53.40063595820895,0.027009193335770586,53.33305097,53.38262175,53.3992057,53.41669822,53.47806041
64,West Berkshire,1293.0,-1.2599903395661254,0.15052918765123496,-1.5508868969999998,-1.346131709,-1.2827448429000001,-1.1174748693,-0.991523265,1293.0,51.428455788206264,0.04105711662330903,51.3577145375,51.3976446357,51.414470065500005,51.4654455191,51.540182717600004,1293.0,2.2892498066511986,1.6288375910675232,0.0,1.0,2.0,3.0,14.0,1293.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1293.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,1082.0,-1.262815515711645,0.1527809411670765,-1.55080056,-1.3554944225,-1.28448193,-1.11766045,-0.99153083,1082.0,51.42878939597042,0.04109889261861066,51.35772139,51.39764711,51.41434862,51.46557596,51.53966552
65,Windsor & Maidenhead,813.0,-0.6795824370637146,0.07194880544215305,-0.8424554673000001,-0.7380055254000001,-0.6895935359,-0.6251852698,-0.5288919202000001,813.0,51.48891310474034,0.03799021404942254,51.3908723298,51.472713329399994,51.4855420304,51.5190786924,51.566015539700004,813.0,1.8917589175891758,1.274259557405871,0.0,1.0,2.0,2.0,9.0,813.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,813.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,646.0,-0.674234170510836,0.07382785186316415,-0.81488889,-0.73749875,-0.66778393,-0.61871327,-0.52904524,646.0,51.48571844006193,0.038117443249710385,51.39160714,51.470345779999995,51.48334916,51.515761,51.5659366
