,,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Latitude,Latitude,Latitude,Latitude,Latitude,Latitude,Latitude,Latitude,RevisionNumber,RevisionNumber,RevisionNumber,RevisionNumber,RevisionNumber,RevisionNumber,RevisionNumber,RevisionNumber,NptgDistrictCode,NptgDistrictCode,NptgDistrictCode,NptgDistrictCode,NptgDistrictCode,NptgDistrictCode,NptgDistrictCode,NptgDistrictCode,AtcoAreaCode,AtcoAreaCode,AtcoAreaCode,AtcoAreaCode,AtcoAreaCode,AtcoAreaCode,AtcoAreaCode,AtcoAreaCode,Longitude_area,Longitude_area,Longitude_area,Longitude_area,Longitude_area,Longitude_area,Longitude_area,Longitude_area,Latitude_area,Latitude_area,Latitude_area,Latitude_area,Latitude_area,Latitude_area,Latitude_area,Latitude_area
66,Wokingham,881.0,-0.893534400913848,0.042403800152857746,-1.0030890888,-0.9203873111,-0.8952543362000001,-0.8596106314,-0.7957867122,881.0,51.43074220653405,0.03638138727985949,51.356761502299996,51.4046998251,51.429620369700004,51.4541826699,51.5386583171,881.0,2.2814982973893305,1.620952449476235,0.0,1.0,2.0,3.0,14.0,881.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,881.0,35.0,0.0,35.0,35.0,35.0,35.0,35.0,802.0,-0.894526751957606,0.041360441385152054,-1.00306922,-0.9213944275,-0.897085455,-0.8606805824999999,-0.79759914,802.0,51.43110963481297,0.03637335808890996,51.35705745,51.40419027,51.43045556,51.45437725,51.53865929
67,Wrexham,1245.0,-3.0078845165506825,0.062783389911002,-3.2539279462,-3.0508049125,-3.0096328501,-2.9815140187,-2.7330585627999997,1245.0,53.035487947108514,0.043729410755764364,52.886272563999995,53.0046983603,53.0482547172,53.0652994991,53.119208697299996,1245.0,0.9108433734939759,0.5635666838276046,0.0,1.0,1.0,1.0,3.0,1245.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1245.0,514.0,0.0,514.0,514.0,514.0,514.0,514.0,0.0,,,,,,,,0.0,,,,,,,
68,York,1193.0,-1.0828753745647108,0.04488001214773276,-1.2122079203,-1.1133662235,-1.0853369132,-1.05842667,-0.9338595040000001,1193.0,53.963929459189856,0.028960185739320105,53.8901470646,53.9485412413,53.9613748533,53.9799263201,54.0411911654,1193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1193.0,329.0,0.0,329.0,329.0,329.0,329.0,329.0,53.0,-1.089987695283019,0.01768602765603887,-1.14913677,-1.0919387,-1.08756325,-1.08179597,-1.07836346,53.0,53.95971276018868,0.004922383221039967,53.95636778,53.95791441,53.95809858,53.95908288,53.97609344
69,Bedford,1105.0,-0.46601625844660627,0.06147035239979272,-0.6312099641,-0.5010545536,-0.4646294451,-0.432743185,-0.27276139829999996,1105.0,52.1561577948648,0.04579624102531513,52.067717937,52.1272581924,52.1448362777,52.171054831999996,52.3086302621,1105.0,2.669683257918552,1.8068996159298245,0.0,2.0,2.0,3.0,13.0,1105.0,309.5656108597285,10.205829767508384,70.0,310.0,310.0,310.0,310.0,1105.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,58.0,-0.4719992715517241,0.03986564549281757,-0.55433199,-0.47806086,-0.47137142,-0.47069064,-0.35210996,58.0,52.13271793206896,0.02994235510724405,52.06890833,52.12896477,52.13743344,52.13743344,52.22166639
7,Bridgend,1012.0,-3.612208986563142,0.06117236403514108,-3.7955367161,-3.6602628248999998,-3.5962977813499997,-3.572845807575,-3.4741957664,1012.0,51.54578941966888,0.06812540677041841,51.476532986,51.508090423125,51.5287383072,51.590192921349995,53.1399119646,1012.0,2.022727272727273,0.753808183935032,0.0,2.0,2.0,2.0,7.0,1012.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1012.0,551.0,0.0,551.0,551.0,551.0,551.0,551.0,0.0,,,,,,,,0.0,,,,,,,
70,Buckinghamshire,3345.0,-0.7555631833912405,0.1272182634874062,-1.1284510921,-0.8283241333,-0.7645403473000001,-0.664361778,-0.48759205409999995,3345.0,51.72074166184092,0.12623161706975997,51.501488613,51.622877376000005,51.691392790100004,51.81500243439999,52.0753924525,3345.0,2.490881913303438,1.2301014149797138,0.0,2.0,2.0,3.0,11.0,3345.0,111.29028400597907,102.78231795711856,8.0,8.0,45.0,237.0,310.0,3345.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,438.0,-0.7400915542465752,0.11162472229405512,-0.98685084,-0.81316092,-0.76453827,-0.6187183275,-0.49741601,438.0,51.734667581027395,0.10890001076350343,51.50774312,51.6599100725,51.735280599999996,51.81490162,52.03359472
71,Cambridgeshire,3659.0,0.0534681135639847,0.1931739525832351,-0.4699005448,-0.08485785535000001,0.09300510867,0.16813544278,0.4913021637100001,3659.0,52.31310338975048,0.15554413985395182,52.026249717,52.201601063400005,52.2735992212,52.40378684305,52.7289406182,3659.0,2.2544411041268106,1.3855178601728053,0.0,2.0,2.0,3.0,15.0,3659.0,102.71467614102214,50.88571474908466,29.0,64.0,103.0,174.0,310.0,3659.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,3144.0,0.05554926425890585,0.19482897587712183,-0.46983933,-0.08260043,0.092069575,0.16958052499999998,0.49125513,3144.0,52.308262586189564,0.1515560919156617,52.02628461,52.20036751000001,52.27128804,52.39918534500001,52.72861773
72,Cheshire East,2740.0,-2.3336897162305474,0.15707945996569764,-2.7343299068,-2.4533433722,-2.34830861245,-2.197740826225,-1.9997652953,2740.0,53.17801076850565,0.10298465426612126,52.9654440657,53.09450996275,53.1542851153,53.26852922595,53.37496246640001,2740.0,4.146715328467153,2.5559115049260965,0.0,2.0,4.0,6.0,16.0,2740.0,309.25474452554744,12.335817541685188,100.0,310.0,310.0,310.0,310.0,2740.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,2346.0,-2.332336350660699,0.15612712363790762,-2.73449428,-2.45336917,-2.34594802,-2.19718848,-1.99986774,2346.0,53.1785225044416,0.10309819071379211,52.97446275,53.09447001,53.15295333,53.269659257499995,53.37477543
73,Cornwall,5719.0,-4.940352576159486,0.3886066364897168,-6.3500572447,-5.21771697005,-5.0229938241,-4.668163643250001,-4.1747040059,5719.0,50.33539690147337,0.18237597653451113,49.896011887,50.1887872679,50.3369997367,50.447143872249995,50.9231542824,5719.0,12.764819024304948,23.697023283204384,0.0,0.0,2.0,11.0,135.0,5719.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,5719.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,124.0,-5.0487035342741935,0.46261418209016064,-6.35012164,-5.22632151,-5.063089209999999,-4.78952466,-4.17476984,124.0,50.27098831540322,0.14092666521412223,49.896004,50.17143441,50.26232017,50.40445136,50.54488613
74,Cumbria,3929.0,-3.057235586506312,0.3079452904493968,-3.6058379517000003,-3.2638168401,-2.9978464186,-2.8350964317000003,-2.224657075,3929.0,54.55696722134184,0.26547724017143354,54.06439543,54.327509593500004,54.5856891849,54.808778234799995,55.1373667671,3929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3929.0,64.26495291422754,65.88581584171499,2.0,10.0,33.0,74.0,179.0,3929.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,0.0,,,,,,,,0.0,,,,,,,
75,Derbyshire,7527.0,-1.5058112739863556,0.1950597201983788,-2.0269068417,-1.5847852687000001,-1.4502343969,-1.3717597949,-1.1801384879999999,7527.0,53.12203563052644,0.17386065699110154,52.7125938521,53.00101224395,53.1508391853,53.25471278,53.503031769399996,7527.0,2.3722598644878437,1.6408504184200219,0.0,1.0,2.0,3.0,14.0,7527.0,75.1627474425402,55.30278027876752,4.0,18.0,59.0,133.0,175.0,7527.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,6621.0,-1.5063808491542066,0.19276693259599198,-2.02671073,-1.58632871,-1.45140942,-1.37459313,-1.18018231,6621.0,53.120647644218394,0.17422616913756925,52.71261832,52.99948474,53.14803607,53.25448614,53.50295665
76,Devon,6515.0,-3.7150167373539675,0.3374344186217488,-4.6578749366,-4.04207041265,-3.6425204051,-3.4753977800499998,-2.9186584364,6515.0,50.726555991712935,0.22375905324389947,50.224955360100004,50.560436441600004,50.721095707299995,50.867473368999995,51.2322646784,6515.0,8.33031465848043,18.653380318498918,0.0,0.0,2.0,7.0,150.0,6515.0,145.79339984650807,57.63082181966236,65.0,80.0,131.0,202.0,310.0,6515.0,110.0,0.0,110.0,110.0,110.0,110.0,110.0,172.0,-3.6408804913372093,0.2829110545864489,-4.65790753,-3.77698381,-3.54315473,-3.48683211,-3.00473016,172.0,50.694916026918605,0.22147122506436362,50.22521588,50.53119705,50.72488387,50.7891419275,51.21078465
77,Dorset,3815.0,-2.2455273708794494,0.29970927636810746,-2.9536784036,-2.45989076155,-2.2454845938999997,-2.0026185938500003,-1.6831060247,3815.0,50.78083976744815,0.11895563942231403,50.516202591,50.70454045219999,50.7643267459,50.8625205565,51.0768965775,3815.0,7.91743119266055,16.82663218887042,0.0,0.0,0.0,8.0,124.0,3815.0,152.6065530799476,67.61829626334638,47.0,66.0,150.0,225.0,231.0,3815.0,120.0,0.0,120.0,120.0,120.0,120.0,120.0,24.0,-2.218824623333333,0.28624484413020934,-2.57898817,-2.4571980125,-2.2470378550000003,-2.0104241925000004,-1.74199133,24.0,50.73633357625001,0.11532588969094204,50.60828295,50.6473734775,50.71011164,50.778148625,51.03402629
78,Durham,4953.0,-1.6377342450817685,0.17823156889314043,-2.2952679072,-1.7442511859,-1.6325208599,-1.5325756525,-1.2599498289,4953.0,54.74704492358225,0.09175912075523665,54.4880807229,54.6746173807,54.7561810175,54.8282323022,54.9170956762,4953.0,2.5861094286291135,1.0457549707956435,0.0,2.0,2.0,3.0,8.0,4953.0,309.97536846355746,1.225650972113617,249.0,310.0,310.0,310.0,310.0,4953.0,130.0,0.0,130.0,130.0,130.0,130.0,130.0,0.0,,,,,,,,0.0,,,,,,,
79,East Sussex,3545.0,0.3101439028496418,0.21220800689643388,-0.1217296,0.13527382758,0.27882272786999995,0.5008839737699999,0.8314420837700001,3545.0,50.88633698566607,0.0866513505888883,50.73721924310001,50.8160806522,50.8719490286,50.945179179700006,51.1420526628,3545.0,2.9932299012693937,1.7383794701317774,0.0,2.0,3.0,4.0,12.0,3545.0,150.862341325811,55.70769007264585,72.0,97.0,158.0,220.0,220.0,3545.0,140.0,0.0,140.0,140.0,140.0,140.0,140.0,275.0,0.3347515962545454,0.21617125531809225,-0.06018255,0.13581874,0.32324947,0.5397227,0.8295211,275.0,50.883047013854544,0.08974895262905762,50.76639893,50.81674467,50.85762426,50.9519646,51.11309084
8,Brighton and Hove,1240.0,-0.13871813290258064,0.0456099396302554,-0.23300231649999997,-0.17211976365,-0.1371192377,-0.1104919934,-0.028020350299999996,1240.0,50.83755631668806,0.015580065165489841,50.800403296899994,50.827577085974994,50.8375120416,50.8482564306,50.8731743255,1240.0,3.4419354838709677,1.8239327603164368,0.0,2.0,3.0,4.0,16.0,1240.0,308.7225806451613,15.85875325095531,112.0,310.0,310.0,310.0,310.0,1240.0,149.0,0.0,149.0,149.0,149.0,149.0,149.0,138.0,-0.15340739985507246,0.03242592075969592,-0.20930071,-0.1776752375,-0.14544622,-0.13706135,-0.07527072,138.0,50.83411559666667,0.010745489458084751,50.81937283,50.824551555000006,50.8345022,50.838865122499996,50.86365406
80,Essex,8054.0,0.5793963255961249,0.3166275120625675,-0.0106932504,0.347220598385,0.5534336951049998,0.81973124711,1.28837379971,8054.0,51.7803376444839,0.13354946218160138,51.511592443999994,51.6624372389,51.78494948165,51.885227936525006,52.082957526099996,8054.0,115.53253041966724,56.651376767338355,0.0,119.0,121.0,122.0,404.0,8054.0,85.8813012167867,72.74216890642855,11.0,22.0,48.0,156.0,310.0,8054.0,150.0,0.0,150.0,150.0,150.0,150.0,150.0,7190.0,0.5790308614408901,0.3152695366526368,-0.01045095,0.348119105,0.553518635,0.81574126,1.28825206,7190.0,51.782102180489574,0.13458243402882528,51.5116916,51.6630627925,51.78914947,51.88686834,52.08053778
81,Gloucestershire,6923.0,-2.206391754526405,0.23740615648103963,-2.6789249186,-2.3666975932,-2.212465447,-2.0647852545500003,-1.6382086023,6923.0,51.82421568737963,0.0997252603178995,51.5855822859,51.741781161999995,51.8288437184,51.8953524598,52.094400121099994,6923.0,17.76541961577351,19.64475399805342,0.0,7.0,11.0,20.0,139.0,6923.0,113.72815253502817,64.7004191124317,39.0,52.0,84.0,194.0,236.0,6923.0,160.0,0.0,160.0,160.0,160.0,160.0,160.0,20.0,-2.2677897535,0.25586619302747593,-2.55620544,-2.530820425,-2.2589900849999998,-2.0920337875,-1.70036911,20.0,51.811343881000006,0.11430161800891238,51.67699749,51.718911087500004,51.74525787,51.904012335,51.9989119
82,Greater London,21196.0,-0.11610789948734809,0.16196839540456015,-0.4994628203,-0.221497733375,-0.11103939365000001,-0.00536655055,0.29775378911,21196.0,51.500364702575276,0.08004281963429091,51.292915763900005,51.444592754175005,51.50640112425,51.560100313025,51.684782251899996,21196.0,0.07109832043781845,0.3467134019820286,0.0,0.0,0.0,0.0,9.0,21196.0,291.0363747876958,9.706873833751924,276.0,283.0,291.0,300.0,308.0,21196.0,490.0,0.0,490.0,490.0,490.0,490.0,490.0,21186.0,-0.11624232144671008,0.16576548068794858,-5.23303181,-0.22152383250000002,-0.11091731,-0.0055201124999999995,0.29769673,21186.0,51.500430939296706,0.08114382198263075,51.29283323,51.4446040775,51.506474229999995,51.5601310375,53.38935064
83,Greater Manchester,15321.0,-2.2836876579069707,0.16841944385305765,-2.7176711170999996,-2.3894603155,-2.252827604,-2.1543806532,-1.9745264133000002,15321.0,53.50633363517363,0.06995883298320085,53.338181327,53.4555834865,53.5097009321,53.5582221805,53.669581266899996,15321.0,1.2054043469747406,1.234580946020204,0.0,0.0,1.0,2.0,20.0,15321.0,259.33907708374124,10.026848730618601,242.0,254.0,258.0,269.0,273.0,15321.0,180.0,0.0,180.0,180.0,180.0,180.0,180.0,703.0,-2.26142272083926,0.13338799277672025,-2.64704826,-2.32731539,-2.24197053,-2.1636261,-2.01632386,703.0,53.48712592573257,0.06432420684529629,53.36056476,53.440039889999994,53.48293316,53.54285451,53.61688108
84,Hampshire,8627.0,-1.2358982255877942,0.25954865361293583,-1.9501923841,-1.44746078115,-1.2431723798999998,-1.0372671169,-0.7324984837,8627.0,51.04128673327286,0.18199917942469315,50.720735102700004,50.8732743633,51.0072752216,51.224318860500006,51.373806520500004,8627.0,15.0297901935783,19.17701397636969,0.0,0.0,10.0,20.0,217.0,8627.0,118.24318998493104,69.7988562732379,12.0,73.0,98.0,204.0,310.0,8627.0,190.0,0.0,190.0,190.0,190.0,190.0,190.0,247.0,-1.224752071376518,0.2466870052902156,-1.71411971,-1.38425289,-1.25939776,-1.03541566,-0.74300952,247.0,51.02761502153846,0.18093947448850534,50.75262801,50.85467903,50.99170687,51.21375653,51.33157993
85,Hertfordshire,6234.0,-0.25529717051512835,0.18394501326345475,-0.7198994272,-0.39451213377500005,-0.26526078235,-0.1595655551,0.19361106807999998,6234.0,51.79464465418426,0.10687874418504227,51.6024841691,51.709764322750004,51.7764829522,51.874268305,52.0624373018,6234.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6234.0,133.8280397818415,65.27933985726699,26.0,68.0,134.0,192.0,223.0,6234.0,210.0,0.0,210.0,210.0,210.0,210.0,210.0,5161.0,-0.26553896062972293,0.18181591988342452,-0.70481262,-0.39904354,-0.27531896,-0.17367107,0.19370543,5161.0,51.7879238075063,0.10332556840151197,51.60267671,51.70817617,51.77017782,51.85603218,52.06244603
86,Kent,8271.0,0.747679079360879,0.4149543821856977,0.04036733815,0.35766257010999997,0.7400504936200001,1.1207449827850002,1.44531012266,8271.0,51.26071426305421,0.11574647155006702,50.9143183629,51.159368572700004,51.2733308851,51.3530494618,51.4619273815,8271.0,3.3945109418450006,1.917642610023432,0.0,2.0,3.0,4.0,15.0,8271.0,125.52545036875831,73.45389557686408,7.0,57.0,116.0,197.0,310.0,8271.0,240.0,0.0,240.0,240.0,240.0,240.0,240.0,954.0,0.7181063063626834,0.42568945043473605,0.06044267,0.30712766,0.6690413,1.09664441,1.4370812,954.0,51.26583605674005,0.12110680608184676,50.91461535,51.176731222499996,51.27642246,51.3610908,51.45207283
87,Lancashire,8020.0,-2.627759643329289,0.26275063580304836,-3.0535249641,-2.8198168467249998,-2.69556139065,-2.3726644228000002,-2.0837347448,8020.0,53.80078818576538,0.1419466063034307,53.503550365600006,53.704845012475,53.7779613205,53.872740685100005,54.200864520399996,8020.0,2.5382793017456358,1.2607066476082442,0.0,2.0,2.0,3.0,11.0,8020.0,141.4930174563591,62.96803565322951,28.0,104.0,149.0,183.0,310.0,8020.0,250.0,0.0,250.0,250.0,250.0,250.0,250.0,84.0,-2.668742300357143,0.23021596024450383,-3.02912046,-2.84087915,-2.70812483,-2.47076508,-2.18186138,84.0,53.74106943630952,0.14988366682939708,53.52839385,53.61325822,53.74157425,53.78650115,54.16991775
88,Leicestershire,3828.0,-1.2138862372657524,0.3079424857374609,-7.5571603742999995,-1.3466695388499998,-1.21368097985,-1.096856103775,-0.6783730533,3828.0,52.65810514999164,0.15356686050138066,49.7668105476,52.575108536225,52.67843188795,52.7494247972,52.944507127200005,3828.0,5.301724137931035,2.602209500195592,0.0,4.0,5.0,6.0,24.0,3828.0,86.91509926854755,45.275642760190465,16.0,37.0,101.0,139.0,310.0,3828.0,260.0,0.0,260.0,260.0,260.0,260.0,260.0,94.0,-1.163853879042553,0.18306736613885258,-1.44100839,-1.37183852,-1.2034831750000001,-1.0808024825,-0.79483777,94.0,52.70166852180851,0.11365778311500169,52.47785295,52.586869824999994,52.738055315,52.77235402,52.94463425
89,Lincolnshire,6873.0,-0.2645564423790063,0.30695849317826024,-0.8164939101,-0.5361634098,-0.3049801622,-0.009128068100000001,0.3505204146,6873.0,53.09689291134286,0.220570112985356,52.647765443699996,52.9196718638,53.14425766270001,53.2530304024,53.5852139522,6873.0,2.7063873126727773,1.5002662548412065,0.0,2.0,2.0,3.0,18.0,6873.0,130.67903390077115,64.25844792645043,19.0,69.0,135.0,178.0,227.0,6873.0,270.0,0.0,270.0,270.0,270.0,270.0,270.0,5436.0,-0.2647077492347314,0.30502506161796056,-0.81645266,-0.53570619,-0.29960417,-0.01202469,0.35039702,5436.0,53.09390271431199,0.223316272702388,52.64784441,52.91563973,53.14234885,53.25245756,53.58516377
9,Bristol,1519.0,-2.5904166507171826,0.038728636576658336,-2.7042687695,-2.61345706915,-2.591341597,-2.5637358119,-2.5110697,1519.0,51.45898389034648,0.028479208128948937,51.4009774896,51.437046102349996,51.458892705100006,51.4832670319,51.525836434700004,1519.0,15.49506254114549,22.392499935007272,0.0,4.0,9.0,17.0,200.0,1519.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,1519.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,69.0,-2.599622729855073,0.027096493915229922,-2.70427301,-2.59912553,-2.59254184,-2.58622154,-2.56269139,69.0,51.46049096753623,0.017876766957154268,51.43331623,51.44957328,51.45598978,51.45918214,51.5259301
90,Merseyside,7536.0,-2.9267213428033703,0.12393069257334387,-3.1870117254,-3.01545880755,-2.95535718225,-2.8504605182500002,-2.5984110377,7536.0,53.43796283502106,0.07537044903682753,53.306305012299994,53.389721706375,53.4245315859,53.4680091898,53.678666853500005,7536.0,8.77481422505308,15.45248881945291,0.0,0.0,7.0,12.0,628.0,7536.0,261.8820329087049,8.686321056186738,251.0,253.0,262.0,266.0,310.0,7536.0,280.0,0.0,280.0,280.0,280.0,280.0,280.0,238.0,-2.9385944827731096,0.12618840819430185,-3.18377072,-3.0226790599999998,-2.98242149,-2.83835616,-2.61359733,238.0,53.428526305084034,0.060749146439948866,53.30755276,53.39500419,53.40886501,53.45257496,53.64653332
91,Norfolk,5481.0,1.0945039124646798,0.4028417618233269,0.17120107805999998,0.8145994480200001,1.22329020375,1.3419996766,1.7395499805,5481.0,52.66839758858696,0.13016703408634372,52.3629809858,52.5926250284,52.6508813012,52.751087290200005,52.9660765254,5481.0,3.5205254515599345,2.3312358837638216,0.0,2.0,3.0,5.0,19.0,5481.0,102.98649881408502,56.20437647081442,21.0,24.0,110.0,142.0,180.0,5481.0,290.0,0.0,290.0,290.0,290.0,290.0,290.0,4014.0,1.1088206802914797,0.3954911289921763,0.17178208,0.8559573149999999,1.23177117,1.34917199,1.73891285,4014.0,52.668886154932736,0.1307952378643564,52.36310817,52.5892889625,52.65112849,52.753228590000006,52.96604843
92,North Yorkshire,4873.0,-1.2726150830940692,0.5124954964276541,-2.5424304023,-1.5665313730000001,-1.3202697252,-0.9212392291,-0.24232484850000002,4873.0,54.11698045727486,0.21135255033701533,53.6429787625,53.9806674441,54.111124941899995,54.280908018299996,54.5523820685,4873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4873.0,125.1791504206854,41.47077086505359,53.0,95.0,155.0,165.0,168.0,4873.0,320.0,0.0,320.0,320.0,320.0,320.0,320.0,69.0,-1.325697361884058,0.585547134048824,-2.51067842,-1.53832107,-1.44037244,-0.91097216,-0.2938654,69.0,54.12190838797101,0.21919341719168953,53.69856255,53.99402897,54.0108742,54.27998203,54.48958193
93,Northamptonshire,4473.0,-0.836492185443416,0.1975202900203863,-1.299491604,-0.9482584269,-0.8390825344,-0.7006684195999999,-0.36326987920000003,4473.0,52.30368974870664,0.12314895886344022,51.9950173335,52.2370975488,52.2881701621,52.3944994554,52.626633052299994,4473.0,2.3272971160295106,1.0932420706252446,0.0,2.0,2.0,3.0,12.0,4473.0,119.57120500782473,56.536331605564556,51.0,58.0,109.0,181.0,222.0,4473.0,300.0,0.0,300.0,300.0,300.0,300.0,300.0,3715.0,-0.8413117444360699,0.1949169694566204,-1.29935979,-0.951495975,-0.84901246,-0.70403065,-0.3634309,3715.0,52.301013601682364,0.1231332356479582,51.99507144,52.23560005,52.28178862,52.39257942,52.62658101
94,Northumberland,3040.0,-1.863214887243783,0.2847852033858446,-2.5885965616,-2.068470695475,-1.80988157245,-1.6060673208250003,-1.4685179496,3040.0,55.19142659713888,0.2380902931877235,54.8006970097,55.00520358239999,55.13274925739999,55.310279203575,55.800586162200005,3040.0,1.8203947368421052,1.119090897893408,0.0,1.0,2.0,2.0,6.0,3040.0,309.4532894736842,12.295920332762238,33.0,310.0,310.0,310.0,310.0,3040.0,310.0,0.0,310.0,310.0,310.0,310.0,310.0,9.0,-1.8898375211111111,0.24436655043510214,-2.09590549,-2.09590549,-2.09590549,-1.63225256,-1.63225256,9.0,55.15793743,0.2223933745155563,54.97039887,54.97039887,54.97039887,55.39236063,55.39236063
95,Nottinghamshire,5793.0,-1.0978984158877092,0.143271721996469,-1.3420319064,-1.2056887231,-1.1214996315,-1.0174901553,-0.6831607109000001,5793.0,53.09390754477863,0.14605162342420364,52.793575543500005,52.9795016267,53.0775457503,53.1704656099,53.4780250344,5793.0,4.646469877438288,2.3657303220492527,0.0,3.0,5.0,6.0,20.0,5793.0,78.3619886069394,60.49549933874135,6.0,13.0,86.0,128.0,310.0,5793.0,330.0,0.0,330.0,330.0,330.0,330.0,330.0,5588.0,-1.1000037354670724,0.14178901281265954,-1.3418224,-1.207232945,-1.12233109,-1.0247642675000002,-0.68312953,5588.0,53.09310457263779,0.14575506677177108,52.79372898,52.9791423075,53.07700865,53.168548195,53.47801671
96,Oxfordshire,4438.0,-1.2866697730641055,0.1705615521225747,-1.6787328444,-1.38853951845,-1.27805399455,-1.1833978540749999,-0.8828598968000001,4438.0,51.76397985257875,0.14574228886396265,51.4774678805,51.659043275274996,51.7502337361,51.846366216674994,52.1460487709,4438.0,3.8391167192429023,8.939144282552501,0.0,1.0,2.0,4.0,199.0,4438.0,158.21338440739072,69.84234625171933,40.0,146.0,182.0,213.0,228.0,4438.0,340.0,0.0,340.0,340.0,340.0,340.0,340.0,654.0,-1.2495858398165138,0.15571841912503542,-1.64571656,-1.3124053949999999,-1.26040337,-1.19183875,-0.88258328,654.0,51.74030411819572,0.13543406953758771,51.50343764,51.62016797,51.75094599,51.80581983,52.08674667
97,Shropshire,3069.0,-2.739105763972206,0.1975003984745831,-3.2148927918,-2.8756665407999997,-2.7398132255000003,-2.6333378527,-2.2478917088999997,3069.0,52.67826247236908,0.1721375592408165,52.3107748683,52.53800693149999,52.701761205299995,52.8271922988,52.9851781836,3069.0,0.942000651678071,1.16691629917595,0.0,0.0,1.0,1.0,10.0,3069.0,309.6461388074291,7.059943258173336,118.0,310.0,310.0,310.0,310.0,3069.0,350.0,0.0,350.0,350.0,350.0,350.0,350.0,100.0,-2.7674866008,0.20276103565190165,-3.04219475,-2.8914677325,-2.75261198,-2.7179785125,-2.26784893,100.0,52.649456962100004,0.19643243936784832,52.34508362,52.44023381,52.70943993,52.8210480825,52.96814704
98,Somerset,4356.0,-2.8773323607304864,0.29497734217088706,-3.7547686782,-3.084335461325,-2.9236488103500005,-2.648756535375,-2.246713984,4356.0,51.086548054016525,0.11399308200949276,50.8395481404,50.99610257485,51.0863127859,51.186926623475,51.341690390100005,4356.0,7.08425160697888,14.451916233330783,0.0,0.0,0.0,11.0,128.0,4356.0,174.43893480257117,32.259185563083456,121.0,167.0,185.0,200.0,310.0,4356.0,360.0,0.0,360.0,360.0,360.0,360.0,360.0,24.0,-3.035702824166666,0.36869920951937246,-3.47275144,-3.3157402350000003,-3.14854504,-2.737230145,-2.3099933,24.0,51.10577628791666,0.09894395672015309,50.87352606,51.0467590575,51.127497774999995,51.1808723075,51.22726348
99,South Yorkshire,8625.0,-1.3593080161520001,0.16013507581227482,-1.775670383,-1.4760244868999999,-1.3999123359999999,-1.2548788619,-0.9447613427,8625.0,53.45606107811069,0.08148415216612949,53.3069561967,53.3845868141,53.4411991586,53.5257786846,53.65690108729999,8625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.0,254.43478260869566,9.12028950022308,240.0,247.0,259.0,263.0,263.0,8625.0,370.0,0.0,370.0,370.0,370.0,370.0,370.0,6190.0,-1.357881250638126,0.16186719657069232,-1.77161964,-1.4775941124999998,-1.395375155,-1.2523460475000001,-0.94490023,6190.0,53.4585522821454,0.08136126852745731,53.30711561,53.38754826,53.44856243,53.52693257,53.65690085
